,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
1726,1,popchips healthy light alternative regular potato chips flavor weight watcher points delicious shared chips family friends fans href http amazon product rvfdoo popchips flavor variety pack ounce single serve bags pack,"['popchips', 'healthy', 'light', 'alternative', 'regular', 'potato', 'chips', 'flavor', 'weight', 'watcher', 'points', 'delicious', 'shared', 'chips', 'family', 'friends', 'fans', 'href', 'http', 'amazon', 'product', 'rvfdoo', 'popchips', 'flavor', 'variety', 'pack', 'ounce', 'single', 'serve', 'bags', 'pack']",217,31,34.300000000000004,0.0,Very Positive,6.0,very Positive
1727,1,pleased note kosher pareve calories make delicious snack,"['pleased', 'note', 'kosher', 'pareve', 'calories', 'make', 'delicious', 'snack']",56,8,52.400000000000006,0.0,Very Positive,6.0,very Positive
1728,1,excellent taste calorie snack size exactly calories chips prefer regular greasy chips,"['excellent', 'taste', 'calorie', 'snack', 'size', 'exactly', 'calories', 'chips', 'prefer', 'regular', 'greasy', 'chips']",85,12,25.2,0.0,Very Positive,3.0,very Positive
1729,1,expected maybe tasteless cardboard really good tried packs flavor chips single serving update family beach trip taking pack moderately healthy snacking caveat prove addictive looking watch weight definitely temptation happy product,"['expected', 'maybe', 'tasteless', 'cardboard', 'really', 'good', 'tried', 'packs', 'flavor', 'chips', 'single', 'serving', 'update', 'family', 'beach', 'trip', 'taking', 'pack', 'moderately', 'healthy', 'snacking', 'caveat', 'prove', 'addictive', 'looking', 'watch', 'weight', 'definitely', 'temptation', 'happy', 'product']",231,31,31.3,0.0,Very Positive,8.0,very Positive
1730,0,order chips regular basis doing weight watchers chips points particular shipment arrived house poorly packaged received case crumbs instead case chips time times ordered hopefully happen,"['order', 'chips', 'regular', 'basis', 'weight', 'watchers', 'chips', 'points', 'particular', 'shipment', 'arrived', 'house', 'poorly', 'packaged', 'received', 'case', 'crumbs', 'instead', 'case', 'chips', 'time', 'times', 'ordered', 'hopefully', 'happen']",186,26,9.700000000000001,0.0,Very Positive,0.0,Neutral
1731,1,love popchips really treat variety flavors individual bags convenience thank,"['love', 'popchips', 'really', 'treat', 'variety', 'flavors', 'individual', 'bags', 'convenience', 'thank']",76,10,58.099999999999994,0.0,Very Positive,5.0,very Positive
1732,1,absolutely love chips healthy alternative regular fatty chips seat salt pepper sour cream onion favorites crave regular chips,"['absolutely', 'love', 'chips', 'healthy', 'alternative', 'regular', 'fatty', 'chips', 'seat', 'salt', 'pepper', 'sour', 'cream', 'onion', 'favorites', 'crave', 'regular', 'chips']",125,18,40.6,0.0,Very Positive,7.0,very Positive
1733,1,popchips great snack items ordered case passed office addicted chips like chips healthier baked chips yumm,"['popchips', 'great', 'snack', 'items', 'ordered', 'case', 'passed', 'office', 'addicted', 'chips', 'like', 'chips', 'healthier', 'baked', 'chips', 'yumm']",106,16,32.0,0.0,Very Positive,5.0,very Positive
1734,0,popchips taste like lowfat salty snack options light taste crunch great alternative potato chips flavor like salt vinegar salt pepper alot sour cream onion like individual bags perfect lunches,"['popchips', 'taste', 'like', 'lowfat', 'salty', 'snack', 'options', 'light', 'taste', 'crunch', 'great', 'alternative', 'potato', 'chips', 'flavor', 'like', 'salt', 'vinegar', 'salt', 'pepper', 'alot', 'sour', 'cream', 'onion', 'like', 'individual', 'bags', 'perfect', 'lunches']",192,29,38.9,0.0,Very Positive,12.0,very Positive
1735,1,chips shocked little taste great actually told sister told friend loves order boxes work instead using vending machines office loves little hard order online,"['chips', 'shocked', 'little', 'taste', 'great', 'actually', 'told', 'sister', 'told', 'friend', 'loves', 'order', 'boxes', 'work', 'instead', 'using', 'vending', 'machines', 'office', 'loves', 'little', 'hard', 'order', 'online']",157,24,40.300000000000004,9.5,Very Positive,7.0,very Positive
1736,1,pack lasted month sampled flavors barbecue flavor wife favorite reordered just barbecue great snack calories purchased reduced pringles calorie individual packs chips popchips pringles,"['pack', 'lasted', 'month', 'sampled', 'flavors', 'barbecue', 'flavor', 'wife', 'favorite', 'reordered', 'barbecue', 'great', 'snack', 'calories', 'purchased', 'reduced', 'pringles', 'calorie', 'individual', 'packs', 'chips', 'popchips', 'pringles']",184,24,24.4,0.0,Very Positive,5.0,very Positive
1737,1,great product flavors delicious loved fact single serve bags calories,"['great', 'product', 'flavors', 'delicious', 'loved', 'fact', 'single', 'serve', 'bags', 'calories']",69,10,62.6,0.0,Very Positive,9.0,very Positive
1738,1,love chips auto order months taste great belive calories sure helped weight loss haveing little bags huge,"['love', 'chips', 'auto', 'order', 'months', 'taste', 'great', 'belive', 'calories', 'sure', 'helped', 'weight', 'loss', 'haveing', 'little', 'bags', 'huge']",105,17,46.9,8.5,Very Positive,4.0,very Positive
1739,1,impressed flavors flavors wasn sure going like really good flavors intense getting bland chip monthly plan order ahead schedule twice,"['impressed', 'flavors', 'flavors', 'sure', 'going', 'like', 'really', 'good', 'flavors', 'intense', 'getting', 'bland', 'chip', 'monthly', 'plan', 'order', 'ahead', 'schedule', 'twice']",133,20,45.800000000000004,0.0,Very Positive,9.0,very Positive
1740,1,popchips delicious healthier regular potato chips love flavors nice variety single serving bags,"['popchips', 'delicious', 'healthier', 'regular', 'potato', 'chips', 'love', 'flavors', 'nice', 'variety', 'single', 'serving', 'bags']",95,13,51.7,0.0,Very Positive,9.0,very Positive
1741,1,fabulous tasty awful recommended folks work continue purchase,"['fabulous', 'tasty', 'awful', 'recommended', 'folks', 'work', 'continue', 'purchase']",61,8,39.4,22.7,Very Positive,3.0,very Positive
1742,1,simple chips taste great healthier alternative brands better baked highly recommend,"['simple', 'chips', 'taste', 'great', 'healthier', 'alternative', 'brands', 'better', 'baked', 'highly', 'recommend']",83,11,55.00000000000001,0.0,Very Positive,7.0,very Positive
1743,1,popchips excellent excellent flavor calories need potato chip,"['popchips', 'excellent', 'excellent', 'flavor', 'calories', 'need', 'potato', 'chip']",61,8,55.2,0.0,Very Positive,6.0,very Positive
1744,1,chips delicious calories love salt vinegar barbeque case great thanks offering,"['chips', 'delicious', 'calories', 'love', 'salt', 'vinegar', 'barbeque', 'case', 'great', 'thanks', 'offering']",78,11,68.0,0.0,Very Positive,11.0,very Positive
1745,1,love chips variety pack fantastic delivered quickly chips filling flavor healthier types chips,"['love', 'chips', 'variety', 'pack', 'fantastic', 'delivered', 'quickly', 'chips', 'filling', 'flavor', 'healthier', 'types', 'chips']",94,13,41.5,0.0,Very Positive,7.0,very Positive
1746,1,tried product jelly belly fairfield pleased wanted husband said costco flavors hooked sent grandsons idaho mixed small packages friend ohio thing calorie counting diet husband popchips like different flavors fact healthy alot better baked fried sold really enjoy came fantastic product sincerely viki crabtree,"['tried', 'product', 'jelly', 'belly', 'fairfield', 'pleased', 'wanted', 'husband', 'said', 'costco', 'flavors', 'hooked', 'sent', 'grandsons', 'idaho', 'mixed', 'small', 'packages', 'friend', 'ohio', 'thing', 'calorie', 'counting', 'diet', 'husband', 'popchips', 'like', 'different', 'flavors', 'fact', 'healthy', 'alot', 'better', 'baked', 'fried', 'sold', 'really', 'enjoy', 'came', 'fantastic', 'product', 'sincerely', 'viki', 'crabtree']",309,44,40.6,0.0,Very Positive,18.0,very Positive
1747,0,chips good mission lose weight replaced high calorie snacks think like better regular chips salt vinegar cheddar really good normally chip person tend original sour cream onion salt pepper laughing cheese really care salt pepper really like pepper general peppery wish replace salt pepper parmesan garlic flavor like small packages limit portion size chips little makes really convenient grab bags work throw kids small bags nice kids,"['chips', 'good', 'mission', 'lose', 'weight', 'replaced', 'high', 'calorie', 'snacks', 'think', 'like', 'better', 'regular', 'chips', 'salt', 'vinegar', 'cheddar', 'really', 'good', 'normally', 'chip', 'person', 'tend', 'original', 'sour', 'cream', 'onion', 'salt', 'pepper', 'laughing', 'cheese', 'really', 'care', 'salt', 'pepper', 'really', 'like', 'pepper', 'general', 'peppery', 'wish', 'replace', 'salt', 'pepper', 'parmesan', 'garlic', 'flavor', 'like', 'small', 'packages', 'limit', 'portion', 'size', 'chips', 'little', 'makes', 'really', 'convenient', 'grab', 'bags', 'work', 'throw', 'kids', 'small', 'bags', 'nice', 'kids']",434,67,35.199999999999996,3.0,Very Positive,21.0,very Positive
1748,1,daughter told chips purchased bags store higher stores online amazon brought hooked ordered popchips online best chips wasn flavor didn like family didn like chipaholic better great tasting chip highly recommend eating chips sandwich hamburger just munch midday dissapointed,"['daughter', 'told', 'chips', 'purchased', 'bags', 'store', 'higher', 'stores', 'online', 'amazon', 'brought', 'hooked', 'ordered', 'popchips', 'online', 'best', 'chips', 'flavor', 'like', 'family', 'like', 'chipaholic', 'better', 'great', 'tasting', 'chip', 'highly', 'recommend', 'eating', 'chips', 'sandwich', 'hamburger', 'munch', 'midday', 'dissapointed']",274,39,39.300000000000004,0.0,Very Positive,14.0,very Positive
1749,1,chips great heard really good totally agree love able flavors like variety chips delivered quickly safely,"['chips', 'great', 'heard', 'really', 'good', 'totally', 'agree', 'love', 'able', 'flavors', 'like', 'variety', 'chips', 'delivered', 'quickly', 'safely']",105,16,67.2,0.0,Very Positive,13.0,very Positive
1750,1,love popchips especially individual portion sizes variety flavors good tastes great easy lunches snacks,"['love', 'popchips', 'especially', 'individual', 'portion', 'sizes', 'variety', 'flavors', 'good', 'tastes', 'great', 'easy', 'lunches', 'snacks']",103,14,58.5,0.0,Very Positive,10.0,very Positive
1751,1,popchip hybrid potato chip popcorn cake little skeptical trying figure weren baked fried pleasantly surprised tried variety pack gives people good opportunity different flavors decide ones favorite snacker looking healthier alternative fried potato chips,"['popchip', 'hybrid', 'potato', 'chip', 'popcorn', 'cake', 'little', 'skeptical', 'trying', 'figure', 'baked', 'fried', 'pleasantly', 'surprised', 'tried', 'variety', 'pack', 'gives', 'people', 'good', 'opportunity', 'different', 'flavors', 'decide', 'ones', 'favorite', 'snacker', 'looking', 'healthier', 'alternative', 'fried', 'potato', 'chips']",254,34,31.3,4.6,Very Positive,5.0,very Positive
1752,1,liked cheddar ones packed flavor great alternative regular potato chips just just good best like rice cakes make potatoes hate rice hates loved just texture compared rice cakes flavor definitely purchase future recommend giving chance great healthy quick snack,"['liked', 'cheddar', 'ones', 'packed', 'flavor', 'great', 'alternative', 'regular', 'potato', 'chips', 'good', 'best', 'like', 'rice', 'cakes', 'make', 'potatoes', 'hate', 'rice', 'hates', 'loved', 'texture', 'compared', 'rice', 'cakes', 'flavor', 'definitely', 'purchase', 'future', 'recommend', 'giving', 'chance', 'great', 'healthy', 'quick', 'snack']",260,39,53.800000000000004,9.6,Very Positive,19.0,very Positive
1753,1,calories closest thing regular potato chips great crunch flavor,"['calories', 'closest', 'thing', 'regular', 'potato', 'chips', 'great', 'crunch', 'flavor']",63,9,33.900000000000006,0.0,Very Positive,3.0,very Positive
1754,1,crunchy tasty taste like usual chips store tried tell right away different greasy salty fatty chips used eating flavor crunch started appreciate right away noticed didn feel sluggish icky eating wonderful combo package great flavors different tasty love smaller packages really spot risk overindulging,"['crunchy', 'tasty', 'taste', 'like', 'usual', 'chips', 'store', 'tried', 'tell', 'right', 'away', 'different', 'greasy', 'salty', 'fatty', 'chips', 'used', 'eating', 'flavor', 'crunch', 'started', 'appreciate', 'right', 'away', 'noticed', 'feel', 'sluggish', 'icky', 'eating', 'wonderful', 'combo', 'package', 'great', 'flavors', 'different', 'tasty', 'love', 'smaller', 'packages', 'really', 'spot', 'risk', 'overindulging']",301,44,28.999999999999996,8.6,Very Positive,7.0,very Positive
1755,1,chips really incredible flavorful crispy favorite just good highly recommend watching weight just overall better health,"['chips', 'really', 'incredible', 'flavorful', 'crispy', 'favorite', 'good', 'highly', 'recommend', 'watching', 'weight', 'overall', 'better', 'health']",119,16,49.7,0.0,Very Positive,9.0,very Positive
1756,1,chips tatse great serving size good especially liked variety pack flavors,"['chips', 'tatse', 'great', 'serving', 'size', 'good', 'especially', 'liked', 'variety', 'pack', 'flavors']",73,11,55.800000000000004,0.0,Very Positive,8.0,very Positive
1757,1,recently received variety packs popchips delivered work just loves tried flavor delicious flavor excellent flavor goodness better gets better better best snack recent memory,"['recently', 'received', 'variety', 'packs', 'popchips', 'delivered', 'work', 'loves', 'tried', 'flavor', 'delicious', 'flavor', 'excellent', 'flavor', 'goodness', 'better', 'gets', 'better', 'better', 'best', 'snack', 'recent', 'memory']",173,24,62.8,0.0,Very Positive,21.0,very Positive
1758,1,tasty chips healthier alternative regular chips compromising flavor fact taste better regular chips highly recommend product choose favorites salt vinegar followed salt pepper ironically original flavor favorite probably spoiled flavor offer,"['tasty', 'chips', 'healthier', 'alternative', 'regular', 'chips', 'compromising', 'flavor', 'fact', 'taste', 'better', 'regular', 'chips', 'highly', 'recommend', 'product', 'choose', 'favorites', 'salt', 'vinegar', 'followed', 'salt', 'pepper', 'ironically', 'original', 'flavor', 'favorite', 'probably', 'spoiled', 'flavor', 'offer']",241,31,34.699999999999996,0.0,Very Positive,6.0,very Positive
1759,1,chips little expensive compared leading unhealthy chips disappointed purchase arrived days perfect snack husband lunches checked closest store selling target miles away tulsa costly case drive,"['chips', 'little', 'expensive', 'compared', 'leading', 'unhealthy', 'chips', 'disappointed', 'purchase', 'arrived', 'days', 'perfect', 'snack', 'husband', 'lunches', 'checked', 'closest', 'store', 'selling', 'target', 'miles', 'away', 'tulsa', 'costly', 'case', 'drive']",192,26,11.0,23.5,very Negative,-1.0,Negative
1760,1,reason ordered line chips store regular salt vinegar barbeque love sour cream onion ones actually love great calorie weren wouldn able stop eating,"['reason', 'ordered', 'line', 'chips', 'store', 'regular', 'salt', 'vinegar', 'barbeque', 'love', 'sour', 'cream', 'onion', 'ones', 'actually', 'love', 'great', 'calorie', 'able', 'stop', 'eating']",146,23,37.1,6.5,Very Positive,8.0,very Positive
1761,1,love chips husband does wipes variety pack great determine flavor like packaged fresh contains generous portion purchased times dissapointed,"['love', 'chips', 'husband', 'wipes', 'variety', 'pack', 'great', 'determine', 'flavor', 'like', 'packaged', 'fresh', 'contains', 'generous', 'portion', 'purchased', 'times', 'dissapointed']",140,19,53.900000000000006,0.0,Very Positive,11.0,very Positive
1762,1,great chip replacement flavors terrific good sandwich soup just late night snack,"['great', 'chip', 'replacement', 'flavors', 'terrific', 'good', 'sandwich', 'soup', 'late', 'night', 'snack']",80,12,52.900000000000006,0.0,Very Positive,10.0,very Positive
1763,1,chips best chips long time weight watcher satisfy salty craving chips ticket points case average think,"['chips', 'best', 'chips', 'long', 'time', 'weight', 'watcher', 'satisfy', 'salty', 'craving', 'chips', 'ticket', 'points', 'case', 'average', 'think']",102,16,34.0,0.0,Very Positive,3.0,very Positive
1764,1,loved assortment pack family loves lower calorie natural simple snack lunch bags peanut tree free safe allergy kids equipment shared wheat bought child wheat limiting diet,"['loved', 'assortment', 'pack', 'family', 'loves', 'lower', 'calorie', 'natural', 'simple', 'snack', 'lunch', 'bags', 'peanut', 'tree', 'free', 'safe', 'allergy', 'kids', 'equipment', 'shared', 'wheat', 'bought', 'child', 'wheat', 'limiting', 'diet']",171,26,46.9,5.5,Very Positive,10.0,very Positive
1765,1,chip addict tastiest homemade chips plus healthy problem decide flavor favorite,"['chip', 'addict', 'tastiest', 'homemade', 'chips', 'plus', 'healthy', 'problem', 'decide', 'flavor', 'favorite']",79,11,34.8,16.5,Very Positive,2.0,Positive
1766,1,love chips excellent weight watchers plan points great potatoe chips love single serving bags portion control love amazon selling stores ordering forever great product href http amazon product rvfdoo popchips flavor variety pack amazon frustration free packaging,"['love', 'chips', 'excellent', 'weight', 'watchers', 'plan', 'points', 'great', 'potatoe', 'chips', 'love', 'single', 'serving', 'bags', 'portion', 'control', 'love', 'amazon', 'selling', 'stores', 'ordering', 'forever', 'great', 'product', 'href', 'http', 'amazon', 'product', 'rvfdoo', 'popchips', 'flavor', 'variety', 'pack', 'amazon', 'frustration', 'free', 'packaging']",262,37,53.1,5.0,Very Positive,17.0,very Positive
1767,1,love chips perfect snack held thing amazon price pack cents sadly discovered great snack work vending machine cents expect pack vending machine highly recommend chips savings buying amazon,"['love', 'chips', 'perfect', 'snack', 'held', 'thing', 'amazon', 'price', 'pack', 'cents', 'sadly', 'discovered', 'great', 'snack', 'work', 'vending', 'machine', 'cents', 'expect', 'pack', 'vending', 'machine', 'highly', 'recommend', 'chips', 'savings', 'buying', 'amazon']",188,28,43.3,6.7,Very Positive,10.0,very Positive
1768,1,variety pack popchips sooo good flavors delicious healthier regular greasy potato chips popchips half calories,"['variety', 'pack', 'popchips', 'sooo', 'good', 'flavors', 'delicious', 'healthier', 'regular', 'greasy', 'potato', 'chips', 'popchips', 'half', 'calories']",110,15,33.7,0.0,Very Positive,6.0,very Positive
1769,1,love chips calorie snack largest calorie pack,"['love', 'chips', 'calorie', 'snack', 'largest', 'calorie', 'pack']",45,7,41.199999999999996,0.0,Very Positive,3.0,very Positive
1770,1,chips good wish purchase area great chance offer,"['chips', 'good', 'wish', 'purchase', 'area', 'great', 'chance', 'offer']",48,8,74.5,0.0,Very Positive,9.0,very Positive
1771,1,better calorie chips prefer normal chips wonderful oprah loves probably love calorie packs barbeque salt vinegar ones awesome,"['better', 'calorie', 'chips', 'prefer', 'normal', 'chips', 'wonderful', 'oprah', 'loves', 'probably', 'love', 'calorie', 'packs', 'barbeque', 'salt', 'vinegar', 'ones', 'awesome']",125,18,58.9,0.0,Very Positive,16.0,very Positive
1772,0,tasting served purpose wantned sandwich nice crunchy,"['tasting', 'served', 'purpose', 'wantned', 'sandwich', 'nice', 'crunchy']",52,7,31.8,0.0,Very Positive,3.0,very Positive
1773,1,chips delicious calories fried just baked come different flavors dieting loves potato chips great,"['chips', 'delicious', 'calories', 'fried', 'baked', 'come', 'different', 'flavors', 'dieting', 'loves', 'potato', 'chips', 'great']",97,14,51.1,0.0,Very Positive,9.0,very Positive
1774,1,best chips great swap calories regular chips mention come single servings great product highly recommend,"['best', 'chips', 'great', 'swap', 'calories', 'regular', 'chips', 'mention', 'come', 'single', 'servings', 'great', 'product', 'highly', 'recommend']",104,15,57.99999999999999,0.0,Very Positive,11.0,very Positive
1775,1,originally target home town fell love weight watcher plan good snack alternative crave salty live purchased chips site took amazon yummy,"['originally', 'target', 'home', 'town', 'fell', 'love', 'weight', 'watcher', 'plan', 'good', 'snack', 'alternative', 'crave', 'salty', 'live', 'purchased', 'chips', 'site', 'took', 'amazon', 'yummy']",136,21,41.8,0.0,Very Positive,9.0,very Positive
1776,1,best products tried long time delicious chips taste like chips styrofoam natural barbeque outstanding plain sour creme onion salt pepper love cheddar salt vinegar strong weight watchers points great cover crunchy salty crave weight watchers enjoy husband loves workers love kids love believe allowing chips overall excellent product,"['best', 'products', 'tried', 'long', 'time', 'delicious', 'chips', 'taste', 'like', 'chips', 'styrofoam', 'natural', 'barbeque', 'outstanding', 'plain', 'sour', 'creme', 'onion', 'salt', 'pepper', 'love', 'cheddar', 'salt', 'vinegar', 'strong', 'weight', 'watchers', 'points', 'great', 'cover', 'crunchy', 'salty', 'crave', 'weight', 'watchers', 'enjoy', 'husband', 'loves', 'workers', 'love', 'kids', 'love', 'believe', 'allowing', 'chips', 'overall', 'excellent', 'product']",332,48,57.599999999999994,0.0,Very Positive,36.0,very Positive
1777,1,taste wonderful guilt free stop definitly,"['taste', 'wonderful', 'guilt', 'free', 'stop', 'definitly']",41,6,52.6,32.300000000000004,Very Positive,1.0,Positive
1778,1,love love love crunchy little treats remind munchos greasy tounge usually like flavored snacks great overwhelming gross aftertaste subscribe,"['love', 'love', 'love', 'crunchy', 'little', 'treats', 'remind', 'munchos', 'greasy', 'tounge', 'usually', 'like', 'flavored', 'snacks', 'great', 'overwhelming', 'gross', 'aftertaste', 'subscribe']",140,19,54.400000000000006,8.799999999999999,Very Positive,12.0,very Positive
1779,1,chips great kudos chip makers,"['chips', 'great', 'kudos', 'chip', 'makers']",29,5,71.2,0.0,Very Positive,6.0,very Positive
1780,1,really liked chips came recommended friend really like variety pack great flavors wasn fond cheddar salt pepper chips great traditional ones traditional excitement chips great brother asks house haven purchased hint texture snack munchos,"['really', 'liked', 'chips', 'came', 'recommended', 'friend', 'really', 'like', 'variety', 'pack', 'great', 'flavors', 'fond', 'cheddar', 'salt', 'pepper', 'chips', 'great', 'traditional', 'ones', 'traditional', 'excitement', 'chips', 'great', 'brother', 'asks', 'house', 'purchased', 'hint', 'texture', 'snack', 'munchos']",237,34,53.900000000000006,0.0,Very Positive,21.0,very Positive
1781,1,love chips delicious variety price awesome,"['love', 'chips', 'delicious', 'variety', 'price', 'awesome']",42,6,80.0,0.0,Very Positive,10.0,very Positive
1782,1,picked bags local help consume half entire stock didnt week chips bold flavor deliver tried garlic parmessan chips things thought strong delicious parmessan shortly followed garlic flavor combined sharp crunch chips afraid pack know month helps things pretty healthy mean potato crisp entirely guilt free knock going town just avoid potato chip aisle need snack foods,"['picked', 'bags', 'local', 'help', 'consume', 'half', 'entire', 'stock', 'didnt', 'week', 'chips', 'bold', 'flavor', 'deliver', 'tried', 'garlic', 'parmessan', 'chips', 'things', 'thought', 'strong', 'delicious', 'parmessan', 'shortly', 'followed', 'garlic', 'flavor', 'combined', 'sharp', 'crunch', 'chips', 'afraid', 'pack', 'know', 'month', 'helps', 'things', 'pretty', 'healthy', 'mean', 'potato', 'crisp', 'entirely', 'guilt', 'free', 'knock', 'going', 'town', 'avoid', 'potato', 'chip', 'aisle', 'need', 'snack', 'foods']",367,56,29.2,9.1,Very Positive,9.0,very Positive
1783,1,chips incredible said better potato chips guilt calories,"['chips', 'incredible', 'said', 'better', 'potato', 'chips', 'guilt', 'calories']",56,8,28.199999999999996,18.6,Very Positive,-1.0,Negative
1784,1,love chips make great healthy snack stuck work just vending machine sustenance,"['love', 'chips', 'make', 'great', 'healthy', 'snack', 'stuck', 'work', 'vending', 'machine', 'sustenance']",78,12,52.400000000000006,9.5,Very Positive,6.0,very Positive
1785,1,love chips variety great deal especially tasty just needed healthy alternative great price highly recommend,"['love', 'chips', 'variety', 'great', 'deal', 'especially', 'tasty', 'needed', 'healthy', 'alternative', 'great', 'price', 'highly', 'recommend']",107,15,64.1,0.0,Very Positive,13.0,very Positive
1786,1,love popchips taste great regular chips contain introduced wonderful world popchips months looked regular chips consume copious amounts potato chips occasionally pack kids lunch salty tubers family enjoys popchips purchased variety pack bags amazon taste good texture wonderful admit salty really enjoy salt pepper flavor best salt vinegar coming close second make sure large glass water consuming popped treats stated quite salty highly recommend individuals potato chips want somewhat healthy alternative,"['love', 'popchips', 'taste', 'great', 'regular', 'chips', 'contain', 'introduced', 'wonderful', 'world', 'popchips', 'months', 'looked', 'regular', 'chips', 'consume', 'copious', 'amounts', 'potato', 'chips', 'occasionally', 'pack', 'kids', 'lunch', 'salty', 'tubers', 'family', 'enjoys', 'popchips', 'purchased', 'variety', 'pack', 'bags', 'amazon', 'taste', 'good', 'texture', 'wonderful', 'admit', 'salty', 'really', 'enjoy', 'salt', 'pepper', 'flavor', 'best', 'salt', 'vinegar', 'coming', 'close', 'second', 'make', 'sure', 'large', 'glass', 'water', 'consuming', 'popped', 'treats', 'stated', 'quite', 'salty', 'highly', 'recommend', 'individuals', 'potato', 'chips', 'want', 'somewhat', 'healthy', 'alternative']",506,71,42.5,0.0,Very Positive,28.0,very Positive
1787,1,love flavors just right size package taste great love,"['love', 'flavors', 'right', 'size', 'package', 'taste', 'great', 'love']",53,9,67.60000000000001,0.0,Very Positive,9.0,very Positive
1788,1,discovered chips year family loves partial crunchy salty snacks like potato chips hardly calorie overload perfect substitute great tide meals sandwich movie watching snack small size bags perfect getting carried away,"['discovered', 'chips', 'year', 'family', 'loves', 'partial', 'crunchy', 'salty', 'snacks', 'like', 'potato', 'chips', 'hardly', 'calorie', 'overload', 'perfect', 'substitute', 'great', 'tide', 'meals', 'sandwich', 'movie', 'watching', 'snack', 'small', 'size', 'bags', 'perfect', 'getting', 'carried', 'away']",216,31,39.0,5.0,Very Positive,13.0,very Positive
1789,0,love popchips calories smaller craving chips taste great pricey worth,"['love', 'popchips', 'calories', 'smaller', 'craving', 'chips', 'taste', 'great', 'pricey', 'worth']",69,10,59.3,0.0,Very Positive,8.0,very Positive
1790,1,heard weight watchers magazine coupon code figured heck chips amazing flavor awesome particularly liked salt pepper want crunch flavor,"['heard', 'weight', 'watchers', 'magazine', 'coupon', 'code', 'figured', 'heck', 'chips', 'amazing', 'flavor', 'awesome', 'particularly', 'liked', 'salt', 'pepper', 'want', 'crunch', 'flavor']",134,19,45.0,0.0,Very Positive,11.0,very Positive
1791,0,know loves chips healthy taste disgusting original flavor tasted good getting variety pack idea baked chips pirate booty makes popped chips better,"['know', 'loves', 'chips', 'healthy', 'taste', 'disgusting', 'original', 'flavor', 'tasted', 'good', 'getting', 'variety', 'pack', 'idea', 'baked', 'chips', 'pirate', 'booty', 'makes', 'popped', 'chips', 'better']",146,22,42.8,10.0,Very Positive,7.0,very Positive
1792,0,interested wondering post nutrition info mainly fiber sugars vitamins thanks,"['interested', 'wondering', 'post', 'nutrition', 'info', 'mainly', 'fiber', 'sugars', 'vitamins', 'thanks']",76,10,41.199999999999996,0.0,Very Positive,4.0,very Positive
1793,1,shared older sons ordered great glove compartment work,"['shared', 'older', 'sons', 'ordered', 'great', 'glove', 'compartment', 'work']",54,8,52.0,0.0,Very Positive,4.0,very Positive
1794,0,decided based reviews pretty good especially healthy option sure,"['decided', 'based', 'reviews', 'pretty', 'good', 'especially', 'healthy', 'option', 'sure']",64,9,70.0,0.0,Very Positive,6.0,very Positive
1795,0,despite plethora positive product reviews snacks reason read positive reviews compare content guidelines profit consumer organization reviews contain little specifics included true believer weigh proof pudding texture best asset like sort texture appear extruded potato product various seasonings impress basic puts sodium tiny package deer reduced true unless ready trade sodium deal wait baked kettle chips serving basic flavor free baked kettles possess sodium chips fiber baked kettles product loses place gain carbs kettle chips remember extra kettle nutrition info just wash topping cost baked kettles subscription wonderful snacks cost pound packed prices fluctuate think things money instead microscopic bags does help environment portion control aside product largely deriving kick sodium cheap spices positive thing product packed lots bags protect chips arrive intact tiny portions tiny bags crumbs bottoms little bags good thing line expensive junk health food,"['despite', 'plethora', 'positive', 'product', 'reviews', 'snacks', 'reason', 'read', 'positive', 'reviews', 'compare', 'content', 'guidelines', 'profit', 'consumer', 'organization', 'reviews', 'contain', 'little', 'specifics', 'included', 'true', 'believer', 'weigh', 'proof', 'pudding', 'texture', 'best', 'asset', 'like', 'sort', 'texture', 'appear', 'extruded', 'potato', 'product', 'various', 'seasonings', 'impress', 'basic', 'puts', 'sodium', 'tiny', 'package', 'deer', 'reduced', 'true', 'unless', 'ready', 'trade', 'sodium', 'deal', 'wait', 'baked', 'kettle', 'chips', 'serving', 'basic', 'flavor', 'free', 'baked', 'kettles', 'possess', 'sodium', 'chips', 'fiber', 'baked', 'kettles', 'product', 'loses', 'place', 'gain', 'carbs', 'kettle', 'chips', 'remember', 'extra', 'kettle', 'nutrition', 'info', 'wash', 'topping', 'cost', 'baked', 'kettles', 'subscription', 'wonderful', 'snacks', 'cost', 'pound', 'packed', 'prices', 'fluctuate', 'think', 'things', 'money', 'instead', 'microscopic', 'bags', 'help', 'environment', 'portion', 'control', 'aside', 'product', 'largely', 'deriving', 'kick', 'sodium', 'cheap', 'spices', 'positive', 'thing', 'product', 'packed', 'lots', 'bags', 'protect', 'chips', 'arrive', 'intact', 'tiny', 'portions', 'tiny', 'bags', 'crumbs', 'bottoms', 'little', 'bags', 'good', 'thing', 'line', 'expensive', 'junk', 'health', 'food']",972,138,28.799999999999997,3.0,Very Positive,37.0,very Positive
1796,0,words potato flakes sure buzz case returned,"['words', 'potato', 'flakes', 'sure', 'buzz', 'case', 'returned']",43,7,27.700000000000003,0.0,Very Positive,0.0,Neutral
